PERIOD;BRAND OWNER;BRAND;PACKAGE;WEIGHT;FAT;FAT ID;SKU;IF FLAVOURED;ADDITIVES;TASTE;VOLUME SALES;VALUE SALES;PRICE PER UNIT;NUMERIC SELLING DISTRIBIUTION (AVG);WEIGHTED SELLING DISTRIBIUTION (AVG);Average Sales Per Shop Selling
MAT APR'20;EHRMANN;USLADA;GROUP;0.0950/KG;1,20%;2;USLADA MOL.1.2% 95G H SOK LESN.YAGOD;FLAVOURED;JUICE;FOREST BERRIES;0,0055;0,0251235;4,567909;0,088333;0,149033;2,6703
MAT APR'20;ALPENGURT TM;ALPENGURT;GROUP;0.1000/KG;0,10%;1;ALPENGURT FRUKT.0.1% F 100G H MIX KLUBN-;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0051;0,0234715;4,602255;0,051333;0,057833;5,121
MAT APR'20;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1300/KG;1,50%;2;VITS.MAL.ZDOROVO 1.5% F 130G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0048;0,0253921;5,290021;0,119767;0,465;1,3645
MAT APR'20;BABUSHKINA KRYNKA;VESYOLYE VNUCHATA;GROUP;0.1200/KG;4%;4;VES.VNUCH.4% F 120G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0048;0,0216364;4,507583;0,079875;0,088425;3,4122
MAT APR'20;ALPENGURT TM;ALPENGURT;GROUP;0.0950/KG;1,20%;2;ALPENGURT SOCHN-MOL.1.2% 95G H SOK MA&ZE;FLAVOURED;JUICE;RASPBERRY & WILD STRAWBERRY;0,0047;0,0217017;4,617383;0,050033;0,053167;4,657
MAT APR'20;ALPENGURT TM;ALPENGURT;GROUP;0.0950/KG;1,20%;2;ALPENGURT SOCHN-MOL.1.2% 95G H SOK PE&MA;FLAVOURED;JUICE;PEACH;0,0043;0,0187875;4,369186;0,0519;0,059167;4,2836
MAT APR'20;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO DVUHSLOINYI 2.5% F 125G H VIS-CHER;FLAVOURED;FRUITS/BERRIES;CHERRY&SWEET CHERRY;0,0042;0,0302422;7,200524;0,6616;1,0624;0,3268
MAT APR'20;EHRMANN;USLADA;GROUP;0.0950/KG;1,20%;2;USLADA MOL.1.2% 95G H SOK PERSIKA&MARAKU;FLAVOURED;JUICE;PEACH & MARACUJA / PASSION FRUIT;0,0038;0,0174279;4,586289;0,06374;0,12928;2,6088
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSHKIN 2% F 120G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0037;0,012446;3,363784;0,10058;0,12849;2,5212
MAT APR'20;FRIESLAND CAMPINA;FRUTTIS;GROUP;0.1100/KG;0,10%;1;FRUTTIS LIGHT 0.1% F 110G H MIX ABR&MANG;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0034;0,0173737;5,109912;0,1632;0,3133;1,1183
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;7%;7;SAVUSHKIN YOG.KOLLEK.7% F 120G H ANA&MAN;FLAVOURED;FRUITS/BERRIES;MANGO & PINEAPPLE;0,0029;0,0102115;3,521207;0,123913;0,28355;1,2233
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% F BIO 120G H PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,0027;0,0126004;4,666815;0,10036;0,20448;1,3051
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.2200/KG;2%;2;SAVUSHKIN YOG.KOLLEK.2% F 220G PERS-MANG;FLAVOURED;FRUITS/BERRIES;MANGO & PEACH;0,0026;0,0088641;3,409269;0,083413;0,217463;1,6764
MAT APR'20;ALPENGURT TM;ALPENGURT;GROUP;0.1000/KG;7,50%;8;ALPENGURT EX.SLIV.7.5% F 100G H MIX ABR&;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0025;0,0155884;6,23536;0,052067;0,062667;2,483
MAT APR'20;BELLAKT-BELARUS;BELLAKT;CUP;0.2500/KG;0,20%;1;BELLAKT 0.2% BIO 250G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0023;0,0069297;3,012913;0,0835;0,102967;1,2525
MAT APR'20;LYAHOVICHSKIY MOLOCHNY ZAVOD;VNUCHOK LYAHOVICHOK;CUP;0.1500/KG;NO FAT/FAT FREE;0;VNUCHOK LYAHOVICHOK OBEZZHIR.150G;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0022;0,0057916;2,632545;0,050843;0,084771;2,1735
MAT APR'20;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA BONJ.NEW 1.5% F 370G KLUBNI;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0022;0,0064966;2,953;0,05202;0,03582;2,257
MAT APR'20;ALPENGURT TM;ALPENGURT;GROUP;0.0950/KG;1,20%;2;ALPENGURT SOCHN-MOL.1.2% 95G H SOK KLUBN;FLAVOURED;JUICE;STRAWBERRY;0,0022;0,0103905;4,722955;0,0509;0,06095;2,1936
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% F BIO 4X120G(120G FR H KLUBN;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,002;0,0054362;2,7181;0,1044;0,12795;0,9408
MAT APR'20;SAVUSHKIN PRODUCT;SUPERKID;GROUP;0.1200/KG;2%;2;SUPERKID 2% F 4x120G H KLUB-VANIL;FLAVOURED;FRUITS/BERRIES;STRAWBERRY & VANILLA;0,0017;0,0082728;4,866353;0,051175;0,1245;1,776
MAT APR'20;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;NO FAT/FAT FREE;0;BELLAKT 0% F 125G PERSIK&MARAKUYA;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,0017;0,0069508;4,088706;0,0523;0,030767;1,6776
MAT APR'20;DANONE GROUP;RASTISHKA;TOPPER;0.1180/KG;3%;3;RASTISHKA 3% BF 118G TO YAB-GRU-PECH.;FLAVOURED;APPLE&BISCUIT&PEAR;APPLE&BISCUIT&PEAR;0,0016;0,0116622;7,288875;0,05195;0,265567;1,5942
MAT APR'20;FRIESLAND CAMPINA;NEZHNY;GROUP;0.1100/KG;2,50%;3;NEZHNY 2.5% 110G F H KUSOCHKI PERS-MARAK;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,0015;0,006627;4,418;0,094486;0,434014;0,8866
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.3500/KG;2%;2;SAVUSHKIN YOG.KOLLEK.2% F 350G LES.YAGOD;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0,0015;0,0040966;2,731067;0,0526;0,050033;1,5995
MAT APR'20;FRIESLAND CAMPINA;FRUTTIS;TOPPER;0.1800/KG;2,50%;3;FRUTTIS VK.PERERYV 2.5% C 180G DS KLU-ZE;FLAVOURED;CRISPS & FRUITS;STRAWBERRY & WILD STRAWBERRY;0,0014;0,0064201;4,585786;0,04795;0,0209;1,3734
MAT APR'20;MINSKIY MOLOCHNY ZAVOD No1;ARISTEY;CUP;0.1400/KG;7%;7;ARISTEY PO-GRECHESKI 7% F 140G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,0013;0,0050804;3,908;0,053467;0,167667;1,2516
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;6%;6;TEOS GRECHESKIY 2SLOY.6% F 140G MALINA;FLAVOURED;FRUITS/BERRIES;RASPBERRY / MALINA;0,0011;0,0069934;6,357636;0,0785;0,1538;0,7196
MAT APR'20;BELLAKT-BELARUS;BELLAKT;DUAL CUP;0.1500/KG;3%;3;BELLAKT 3% F 150G GRUSHA KOMPOTE DS;FLAVOURED;FRUITS/BERRIES;PEAR;0,001;0,0107706;10,7706;0,0515;0,0794;0,981
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.2200/KG;2%;2;SAVUSHKIN YOG.KOLLEK.2% F 220G LES.YAGOD;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0,0007;0,0023653;3,379;0,07755;0,22945;0,4796
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;CUP;0.3500/KG;2%;2;OPTIMAL 2% F BIO 350G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0007;0,0025654;3,664857;0,05065;0,02155;0,686
MAT APR'20;DANONE GROUP;PROSTOKVASHINO;CUP;0.3350/KG;2,50%;3;PROSTOKVASHINO 2.5% F 335G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,0007;0,0029212;4,173143;0,1053;0,1729;0,3652
MAT APR'20;FRIESLAND CAMPINA;NEZHNY;GROUP;0.0950/KG;0,10%;1;NEZHNY LYOGKIY 0.1% 95G H SOK ARBUZA;FLAVOURED;JUICE;WATERMELON;0,0007;0,0025905;3,700714;0,05415;0,5425;0,7458
MAT APR'20;MINSKIY MOLOCHNY ZAVOD No1;ARISTEY;CUP;0.1400/KG;1%;1;ARISTEY PO-GRECHESKI LEGKIY 1% 140G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0007;0,0033534;4,790571;0,05325;0,207525;0,5796
MAT APR'20;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1250/KG;3%;3;VITS.MAL.FRUK.FANTAZ.3% FZ 125G PERSIK;FLAVOURED;CEREALS & FRUITS;CEREALS&PEACH;0,0007;0,0005568;0,795429;0,2015;0,4257;0,1632
MAT APR'20;DANONE GROUP;DANISSIMO;DUAL CUP;0.1050/KG;6,90%;7;DANIS.FANT.K.S.K-I&SH.SH.6.9%CS2x105G(1F;FLAVOURED;CINNAMON & GINGER & CHOCOLATE (ASSORTED;CINNAMON & GINGER & CHOCOLATE (ASSORTED;0,0006;0,0046324;7,720667;0,051767;0,030133;0,6405
MAT APR'20;DANONE GROUP;DANONE;GROUP;0.1100/KG;2,90%;3;DANONE NEZHNY 2.9% F 110G H LESNYE YAGOD;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0,0006;0,0036419;6,069833;0,07545;0,118225;0,4312
MAT APR'20;MILKAVITA;MOYA SLAVITA;CUP;0.3700/KG;1,50%;2;MOYA SLAVITA BONJ.NEW 1.5% F 370G CHERNI;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0006;0,0020706;3,451;0,0509;0,0464;0,6438
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSHKIN YOG.KOLLEK.2% F 120G H KLUBNIK;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0005;0,0020817;4,1634;0,05135;0,0781;0,5148
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1500/KG;2%;2;OPTIMAL 2% F BIO 150G H PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,0005;0,0020805;4,161;0,051367;0,065233;0,4575
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1500/KG;2%;2;OPTIMAL S BIFIDOB.2% 150G(+25%FR) H SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0005;0,0022685;4,537;0,0509;0,071;0,5235
MAT APR'20;DANONE GROUP;ACTIVIA;CUP;0.1700/KG;3%;3;ACTIVIA TERM.2SL.3% F BIO 170G CHER-OR;FLAVOURED;FRUITS/BERRIES&NUTS;PRUNE & NUTS;0,0005;0,0042526;8,5052;0,0512;0,182533;0,5185
MAT APR'20;DANONE GROUP;RASTISHKA;GROUP;0.1100/KG;3%;3;RASTISHKA 3% F 4x110G H MALIN-BANAN+GIFT;FLAVOURED;FRUITS/BERRIES;BANANA & RASPBERRY;0,0005;0,0027359;5,4718;0,0521;0,2626;0,4796
MAT APR'20;LUNINETSKIY MOLOCHNY ZAVOD;MOLOCHNAYA KAPELKA;CUP;0.1500/KG;2,60%;3;MOL.KAPELKA 2.6% F 150G MIX PERS&MARAK&;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0005;0,0012441;2,4882;0,0961;0,1466;0,261
MAT APR'20;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.2500/KG;1,50%;2;VITS.MAL.FRUK.FANTAZ.1.5% F 250G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,0005;0,0012862;2,5724;0,0544;0,0661;0,545
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;GROUP;0.1200/KG;2%;2;SAVUSHKIN YOG.KOLLEK.2% F 120G H KIV&VIN;FLAVOURED;FRUITS/BERRIES;KIWI & GRAPE;0,0004;0,0016965;4,24125;0,05225;0,22905;0,4704
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.1400/KG;2%;2;SAVUSHKIN TERMOSTATNY 2% 140G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0004;0,0013659;3,41475;0,1018;0,3403;0,1827
MAT APR'20;BELLAKT-BELARUS;BELLAKT;CUP;0.2500/KG;0,20%;1;BELLAKT 0.2% F 250G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0004;0,002001;5,0025;0,0509;0,019;0,435
MAT APR'20;DANONE GROUP;PROSTOKVASHINO;CUP;0.3350/KG;2,50%;3;PROSTOKVASHINO 2.5% F 335G CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0004;0,001417;3,5425;0,0471;0,0645;0,3652
MAT APR'20;MOLOKO - VITEBSK;VITSEBSKAE MALAKO;CUP;0.1300/KG;1,50%;2;VITS.MAL.ZDOROVO 1.5% FZ 130G CHER-ZLAK;FLAVOURED;CEREALS & FRUITS;CEREALS&DRY PLUM;0,0004;0,0022563;5,64075;0,0544;0,1424;0,4251
MAT APR'20;ZDRAVUSHKA - MILK;ZDRAVUSHKA;CUP;0.1500/KG;9%;9;ZDRAVUSHKA GRECHESKIY 9% 150G SF;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0003;0,001984;6,613333;0,0515;0,0487;0,294
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.4000/KG;2%;2;SAVUSHKIN 2% F BIO 400G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,0003;0,0004263;1,421;0,0539;0,0585;0,348
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.1500/KG;5%;5;SAVUSH.OSOBOE UDOV.5% F 150G KLUB-CHERNI;FLAVOURED;FRUITS/BERRIES;STRAWBERRY & BILBERRY;0,0003;0,0020056;6,685333;0,0526;0,3666;0,327
MAT APR'20;EHRMANN;ERMIGURT;GROUP;0.1150/KG;3,20%;4;ERMIGURT MOLOCH.3.2% F 115G H CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0003;0,000981;3,27;0,0471;0,0627;0,2507
MAT APR'20;FRIESLAND CAMPINA;FRUTTIS;GROUP;0.1150/KG;8%;8;FRUTTIS SUP.EXTRA 8% F 115G H MIX PERSIK;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0003;0,0010137;3,379;0,0975;0,1017;0,1254
MAT APR'20;MOLOCHNY MIR;STARODVORETSKIY;CUP;0.2500/KG;1,50%;2;STARODVORETSKIY 1.5% F 250G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0003;0,0005341;1,780333;0,0544;0,0544;0,2725
MAT APR'20;PEPSICO;CHUDO;CUP;0.3150/KG;2,50%;3;CHUDO 2.5% F 315G VISHNYA&CHERESHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY&SWEET CHERRY;0,0003;0,0009918;3,306;0,0481;0,0304;0,2741
MAT APR'20;SAVUSHKIN PRODUCT;SAVUSHKIN;CUP;0.2300/KG;2%;2;SAVUSHKIN S BIFIDOBAKT.2% J 230G;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0002;0,0002349;1,1745;0,0513;0,3105;0,2001
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% F BIO 120G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0002;0,0009518;4,759;0,05195;0,22955;0,2352
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;NO FAT/FAT FREE;0;OPTIMAL 0% F BIO 120G H KLUBN&KIVI;FLAVOURED;FRUITS/BERRIES;KIWI & STRAWBERRY;0,0002;0,0010083;5,0415;0,05415;0,1372;0,2352
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;CUP;0.1400/KG;6%;6;TEOS GRECHESKIY 2SLOY.6% F 140G ABRIKOS;FLAVOURED;FRUITS/BERRIES;APRICOT / ABRIKOS;0,0002;0,0010028;5,014;0,0488;0,0721;0,1526
MAT APR'20;BABUSHKINA KRYNKA;BABUSHKINA KRYNKA;GROUP;0.1200/KG;2%;2;BAB.KRYNKA DOBR.RAN.2% F 120G H VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0,0002;0,0007644;3,822;0,0511;0,13765;0,2352
MAT APR'20;BABUSHKINA KRYNKA;KALI LASKA;CUP;0.1800/KG;2%;2;KALI LASKA 2% F 180G PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,0002;0,0004578;2,289;0,0544;0,078;0,1962
MAT APR'20;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;0,20%;1;BELLAKT 0.2% F 125G ANANAS;FLAVOURED;FRUITS/BERRIES;PINEAPPLE;0,0002;0,0006656;3,328;0,0511;0,0829;0,2175
MAT APR'20;BELLAKT-BELARUS;BELLAKT;DUAL CUP;0.1500/KG;3%;3;BELLAKT 3% F 150G YABLOKO KOMPOTE DS;FLAVOURED;FRUITS/BERRIES;APPLE;0,0002;0,0016786;8,393;0,0471;0,0456;0,1635
MAT APR'20;DANONE GROUP;ACTIVIA;GROUP;0.1500/KG;2,90%;3;ACTIVIA 2.9% Z BIO 150G H OTRUBI&ZLAKI;FLAVOURED;CEREALS;CEREALS&BRAN;0,0002;0,0008284;4,142;0,0544;0,0713;0,1635
MAT APR'20;DANONE GROUP;DANONE;GROUP;0.1100/KG;3,30%;4;DANONE NATURALNY 3.3% 110G SF H DANONE;PLAIN;WITHOUT ADDITION INGREDIENTS;NOT AVAILABLE;0,0002;0,0012021;6,0105;0,0515;0,03985;0,2156
MAT APR'20;FRIESLAND CAMPINA;FRUTTIS;GROUP;0.1150/KG;8%;8;FRUTTIS SUP.EXTRA 8% F 115G H MIX LES.YA;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0002;0,0007656;3,828;0,0509;0,3402;0,2001
MAT APR'20;MOLOCHNY MIR;FRUTOUDOVOLSTVIE;CUP;0.1500/KG;2%;2;FRUTOUDOVOLSTVIE 2% F 150G LESNYE YAGODY;FLAVOURED;FRUITS/BERRIES;FOREST BERRIES;0,0002;0,0005123;2,5615;0,0544;0,0559;0,1635
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% FZ BIO 120G H MED.GRU&ZLAKI;FLAVOURED;CEREALS & FRUITS;CEREALS&PEAR;0,0001;0,0005995;5,995;0,0526;0,2315;0,1308
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% Z BIO 120G H ZLAKI;FLAVOURED;CEREALS;CEREALS;0,0001;0,0004905;4,905;0,0521;0,3511;0,1308
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;2%;2;OPTIMAL 2% F BIO 120G H CHERN&MALIN;FLAVOURED;FRUITS/BERRIES;BILBERRY & RASPBERRY;0,0001;0,0004785;4,785;0,0509;0,0154;0,1044
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1200/KG;NO FAT/FAT FREE;0;OPTIMAL 0% F BIO 120G H CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0001;0,0004263;4,263;0,0509;0,0119;0,1044
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1500/KG;2%;2;OPTIMAL 2% F BIO 150G(+25%FREE) H PERSIK;FLAVOURED;FRUITS/BERRIES;PEACH;0,0001;0,0004785;4,785;0,0513;0,2571;0,1305
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;GROUP;0.1500/KG;2%;2;OPTIMAL 2% FZ BIO 150G(+25%FR)H CHER-ZLA;FLAVOURED;CEREALS & FRUITS;CEREALS&DRY PLUM;0,0001;0,0006003;6,003;0,0513;0,1146;0,1305
MAT APR'20;SAVUSHKIN PRODUCT;OPTIMAL;TOPPER;0.1700/KG;2%;2;OPTIMAL 2% U BIO 170G TO MYUSLI;FLAVOURED;MUESLI;MUESLI;0,0001;0,0009483;9,483;0,0513;0,0494;0,1479
MAT APR'20;SAVUSHKIN PRODUCT;TEOS;GROUP;0.1200/KG;NO FAT/FAT FREE;0;TEOS GRECHESKIY 0% F 120G H ANANAS;FLAVOURED;FRUITS/BERRIES;PINEAPPLE;0,0001;0,000609;6,09;0,0513;0,0142;0,1044
MAT APR'20;BABUSHKINA KRYNKA;BABUSHKINA KRYNKA;GROUP;0.1200/KG;6%;6;BAB.KRYNKA DOBR.RAN.6% FZ 120G H AP&A&Z;FLAVOURED;CEREALS & FRUITS;CEREALS&ORANGE&PINEAPPLE;0,0001;0,0006213;6,213;0,0544;0,0671;0,1308
MAT APR'20;BELLAKT-BELARUS;BELLAKT;CUP;0.1250/KG;2%;2;BELLAKT COCKTAIL YOG.2.0% F 125G KLUBNIK;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0001;0,0007521;7,521;0,0521;0,112;0,1363
MAT APR'20;ZDRAVUSHKA - MILK;ZDRAVUSHKA;TOPPER;0.1400/KG;1,50%;2;ZDRAVUSHKA 1.5% ZS BIO 140G TO SHOK.ZVEZ;FLAVOURED;CHOCOLATE CEREAL BALLS;CHOCOLATE;0,0001;0,0009222;9,222;0,0539;0,1053;0,1218
MAT APR'20;DANONE GROUP;ACTIVIA;CUP;0.1300/KG;1,50%;2;ACTIVIA BIO+PROT.1.5% FZ BIO 130G CHE-5Z;FLAVOURED;CEREALS & FRUITS;5 CEREALS & PRUNE;0,0001;0,0016241;16,241;0,0509;0,1127;0,1417
MAT APR'20;DANONE GROUP;DANISSIMO;DUAL CUP;0.1050/KG;6,90%;7;DANISSIMO FANT.SH.KHLO.6.9% CS 105G DS;FLAVOURED;CHOCOLATE;CHOCOLATE;0,0001;0,0012208;12,208;0,0509;0,2856;0,1145
MAT APR'20;DANONE GROUP;DANONE;GROUP;0.1100/KG;1,60%;2;DANONE 1.6% F 110G H PERSIK&MARAKUYA;FLAVOURED;FRUITS/BERRIES;PEACH & MARACUJA / PASSION FRUIT;0,0001;0,0002088;2,088;0,0481;0,0443;0,0957
MAT APR'20;DANONE GROUP;RASTISHKA;TOPPER;0.1150/KG;3%;3;RASTISHKA 3% B 115G TO PLOMBIR&PECHENYE;FLAVOURED;BISCUIT;BISCUIT & PLOMBIR;0,0001;0,0010137;10,137;0,0521;0,2735;0,1254
MAT APR'20;MINSKIY MOLOCHNY ZAVOD No1;MOLOCHNAYA STRANA;GROUP;0.1250/KG;1,50%;2;MOL.STRANA DETSKIY 1.5% F 125G H CHERNIK;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0001;0,0004469;4,469;0,0509;0,2499;0,1363
MAT APR'20;MINSKIY MOLOCHNY ZAVOD No1;MOLOCHNAYA STRANA;GROUP;0.1250/KG;2,50%;3;MOL.STRANA UTRO 2.5% F 125G H CHERNIKA;FLAVOURED;FRUITS/BERRIES;BILBERRY;0,0001;0,0001199;1,199;0,0509;0,0588;0,1363
MAT APR'20;MINSKIY MOLOCHNY ZAVOD No1;YA VKUSNY;GROUP;0.1250/KG;2,50%;3;YA VKUSNY 2.5% F 125G H GRUSHA;FLAVOURED;FRUITS/BERRIES;PEAR;0,0001;0,0005886;5,886;0,0526;0,2767;0,1363
MAT APR'20;MINSKIY MOLOCHNY ZAVOD No1;YA VKUSNY;GROUP;0.1250/KG;2,50%;3;YA VKUSNY 2.5% F 125G H ZEMLYANIKA;FLAVOURED;FRUITS/BERRIES;WILD STRAWBERRY;0,0001;0,0004089;4,089;0,0513;0,3038;0,1088
MAT APR'20;KALINKOVICHSKIY MOLOCHNY KOMBINAT;KALINKA;CUP;0.1250/KG;2,50%;3;KALINKA FRUKT.RAY 2.5% F 125G MIX;FLAVOURED;FRUITS/BERRIES;UNABLE TO SEGMENT;0,0001;0,000957;9,57;0,0539;0,0477;0,1088
MAT APR'20;PEPSICO;CHUDO;GROUP;0.1250/KG;2,50%;3;CHUDO 2.5% F 125G H KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0,0001;0,0007395;7,395;0,0539;0,0242;0,1088
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.4000/KG;2%;2;LASKOVOE LETO 2% F 400G ABRICOS;FLAVOURED;FRUITS/BERRIES;APRICOT / ABRIKOS;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.4000/KG;2%;2;LASKOVOE LETO 2% F 400G KLUBNIKA;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.2200/KG;2%;2;LASKOVOE LETO 2% F 220G ABRIKOS;FLAVOURED;FRUITS/BERRIES;APRICOT / ABRIKOS;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.2200/KG;2%;2;LASKOVOE LETO 2% F 220G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;CUP;0.2300/KG;2%;2;LASKOVOE LETO 2% F 230G VISHNYA;FLAVOURED;FRUITS/BERRIES;CHERRY;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;GROUP;0.1200/KG;2%;2;LASKOVOE LETO 2% 120G H VANIL;FLAVOURED;WITHOUT ADDITION INGREDIENTS;VANILIN;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;LASKOVOE LETO;GROUP;0.1200/KG;2%;2;LASKOVOE LETO 2% F 120G H YABLOKO-GRUSHA;FLAVOURED;FRUITS/BERRIES;APPLE&PEAR;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;MONTIK;GROUP;0.1200/KG;2%;2;MONTIK 2% F BIO 120G H YABLOKO&BANAN;FLAVOURED;FRUITS/BERRIES;APPLE & BANANA;0;NA;NA;NA;NA;NA
MAT APR'20;SAVUSHKIN PRODUCT;MONTIK;GROUP;0.1200/KG;2%;2;MONTIK 2% F BIO 120G H KLUBN. S VIT. C;FLAVOURED;FRUITS/BERRIES;STRAWBERRY;0;NA;NA;NA;NA;NA
